year,country,heavy_kbbl_yr,n_shipments,share_of_year_heavy_pct
2015,Saudi Arabia,23585.0,19,2.9258592114012365
2015,United Kingdom,3893.0,9,0.48294975238435506
2015,Venezuela,278286.0,501,34.52302974365082
2016,Algeria,526.0,1,0.06534007271878055
2016,Angola,13198.0,31,1.639464410156779
2016,Argentina,778.0,2,0.09664368170192256
2016,Australia,656.0,2,0.08148875989262365
2016,Brazil,31512.0,80,3.914441770939568
2016,Canada,126327.0,1070,15.69242465084675
2016,Chad,13406.0,27,1.665302309634928
2016,Colombia,73905.0,166,9.180528658329804
2016,Ecuador,12762.0,36,1.5853041977891205
2016,Egypt,1442.0,5,0.1791262069590904
2016,Guatemala,2711.0,10,0.33676223790991267
2016,Iraq,50987.0,100,6.333639330251833
2016,Kuwait,547.0,2,0.06794870680070905
2016,Mexico,203925.0,311,25.331700245584265
2016,Nigeria,1161.0,2,0.1442201985294757
2016,Norway,199.0,1,0.02471991344303675
2016,Oman,15.0,1,0.0018633100585203578
2016,Peru,360.0,1,0.04471944140448859
2016,Russia,995.0,4,0.12359956721518374
2016,Saudi Arabia,11801.0,28,1.4659281333732497
2016,Trinidad And Tobago,360.0,1,0.04471944140448859
2016,United Kingdom,3895.0,9,0.48383951186245294
2016,Venezuela,253551.0,452,31.49627524319302
2017,Angola,5106.0,11,0.653753770671474
2017,Azerbaijan,448.0,1,0.05736029950270669
2017,Brazil,35294.0,89,4.5189160951976115
2017,Canada,143779.0,1180,18.408943085267108
2017,Chad,6985.0,17,0.8943341339875139
2017,Colombia,55162.0,122,7.062742949036398
2017,Congo (Brazzaville),523.0,1,0.06696302821409732
2017,Ecuador,6016.0,16,0.7702668790363469
2017,Equatorial Guinea,343.0,1,0.043916479306759806
2017,Guatemala,2361.0,8,0.302293899834577
2017,Iraq,72035.0,122,9.223100836333652
2017,Kuwait,1100.0,1,0.1408400211003959
2017,Mauritania,543.0,1,0.06952375587046815
2017,Mexico,205285.0,328,26.283948846904337
2017,Nigeria,752.0,4,0.09628335987954337
2017,Saudi Arabia,22654.0,17,2.9005362163712443
2017,United Arab Emirates,540.0,1,0.06913964672201253
2017,United Kingdom,7713.0,19,0.9875446206794123
2017,Venezuela,214389.0,437,27.44959207608434
2018,Angola,5539.0,8,0.7384791781935991
2018,Argentina,1005.0,2,0.1339901740539027
2018,Australia,529.0,1,0.07052816126817367
2018,Barbados,50.0,1,0.0066661778136270005
2018,Belize,64.0,1,0.008532707601442561
2018,Brazil,19487.0,46,2.5980761410829873
2018,Canada,177799.0,1228,23.70479498170134
2018,Chad,2383.0,5,0.31771003459746283
2018,Colombia,53485.0,111,7.130810407236803
2018,Cote D'Ivoire (Ivory Coast),1048.0,2,0.13972308697362193
2018,Ecuador,11789.0,22,1.5717514048969743
2018,Egypt,2758.0,5,0.36770636819966535
2018,Guatemala,2221.0,8,0.29611161848131134
2018,Iraq,57269.0,111,7.635306744172094
2018,Italy,438.0,2,0.05839571764737252
2018,Kuwait,517.0,1,0.06892827859290318
2018,Mexico,216360.0,339,28.845884635126758
2018,Nigeria,628.0,1,0.08372719333915513
2018,Saudi Arabia,5075.0,11,0.6766170480831406
2018,Trinidad And Tobago,576.0,1,0.07679436841298305
2018,United Kingdom,12508.0,31,1.6676110418569305
2018,Venezuela,178527.0,397,23.80185453066775
2019,Angola,1939.0,4,0.32938826195455156
2019,Argentina,2302.0,5,0.3910530061987507
2019,Belize,68.0,1,0.011551522337756321
2019,Brazil,22933.0,64,3.8957509084083193
2019,Cameroon,1339.0,3,0.22746306485670167
2019,Canada,186102.0,1355,31.6141383838401
2019,Colombia,67723.0,140,11.504466871762814
2019,Ecuador,9839.0,21,1.6714033570762417
2019,Egypt,1505.0,3,0.2556623693871068
2019,Guatemala,1687.0,6,0.2865796791734546
2019,Iraq,25297.0,56,4.297336184973847
2019,Kuwait,252.0,1,0.042808582781096956
2019,Mexico,202486.0,356,34.39737576592539
2019,Netherlands,486.0,1,0.08255940964925841
2019,Nigeria,1279.0,4,0.21727054514691668
2019,Republic Of South Sudan,41.0,1,0.006964888468353076
2019,Saudi Arabia,10973.0,22,1.864041979591178
2019,Trinidad And Tobago,11761.0,23,1.9979037384463543
2019,United Kingdom,11751.0,26,1.99620498516139
2019,Venezuela,28904.0,64,4.910076494860422
2020,Angola,950.0,3,0.192045670481974
2020,Brazil,13507.0,28,2.730485127578971
2020,Cameroon,622.0,1,0.1257393758313556
2020,Canada,182253.0,1296,36.84305219194864
2020,Colombia,64000.0,131,12.937813590364563
2020,Ecuador,6133.0,16,1.2398064179641541
2020,Guatemala,1133.0,5,0.22903973121692267
2020,Iraq,8322.0,19,1.6823200734220922
2020,Italy,346.0,2,0.06994505472290842
2020,Kuwait,2043.0,3,0.4129992682049188
2020,Mexico,186000.0,344,37.60052074699701
2020,Peru,339.0,1,0.0685299813614623
2020,Saudi Arabia,17785.0,31,3.5952971047599025
2020,Trinidad And Tobago,7830.0,15,1.5828606314461646
2020,United Kingdom,3411.0,9,0.6895450336989614
2021,Angola,1373.0,2,0.32456710596300453
2021,Brazil,4941.0,10,1.1680160747000767
2021,Cameroon,648.0,1,0.15318243602623957
2021,Canada,188384.0,1264,44.53259263636901
2021,Colombia,45881.0,93,10.845931091543052
2021,Ecuador,1455.0,3,0.34395130311447314
2021,Guatemala,1124.0,4,0.26570533656403283
2021,Iraq,5328.0,16,1.259500029549081
2021,Kuwait,5941.0,12,1.404408722888718
2021,Mexico,146449.0,324,34.619466934578334
2021,Norway,798.0,2,0.18864133325453578
2021,Russia,579.0,1,0.13687134330122333
2021,Saudi Arabia,1351.0,2,0.31936646770285443
2021,Trinidad And Tobago,8415.0,16,1.9892441345074168
2021,United Kingdom,10358.0,26,2.448555049937947
2022,Angola,949.0,1,0.20919072506960165
2022,Brazil,3982.0,7,0.8777634006608576
2022,Canada,210055.0,1660,46.30301133245013
2022,Colombia,57417.0,116,12.656589948705287
2022,Guatemala,868.0,3,0.19133566845143754
2022,Iraq,12838.0,42,2.8299162575801327
2022,Kuwait,6716.0,18,1.4804266697233348
2022,Mexico,141570.0,316,31.20667117819126
2022,Peru,259.0,1,0.05709209461857411
2022,Saudi Arabia,4634.0,12,1.0214855847971909
2022,Trinidad And Tobago,6264.0,11,1.380791045138024
2022,United Kingdom,8101.0,21,1.7857260946141655
2023,Brazil,10508.0,26,2.174101951891684
2023,Cameroon,617.0,1,0.12765710928027874
2023,Canada,195355.0,1726,40.41888911417966
2023,Colombia,52986.0,104,10.96278702159619
2023,Guatemala,281.0,1,0.058138813140613164
2023,Iraq,4826.0,16,0.9984979082441251
2023,Kuwait,6496.0,17,1.3440203920335343
2023,Mexico,147617.0,303,30.541911670383964
2023,Netherlands,383.0,1,0.07924258161158307
2023,Saudi Arabia,3790.0,12,0.7841498284801562
2023,Trinidad And Tobago,6330.0,12,1.3096750433454853
2023,United Kingdom,8217.0,21,1.7000947600584284
2023,Venezuela,45920.0,138,9.500833805754294
2024,Angola,6651.0,18,1.4183232608426772
2024,Brazil,8284.0,18,1.7665598996873761
2024,Cameroon,649.0,1,0.1383990071097425
2024,Canada,191639.0,1593,40.86694502851147
2024,Colombia,52540.0,108,11.204135336742484
2024,Ecuador,710.0,1,0.15140723428030384
2024,Gabon,136.0,1,0.029001949101579327
2024,Guatemala,836.0,3,0.1782766871244141
2024,Iraq,1492.0,6,0.31816844161438496
2024,Kuwait,7002.0,27,1.4931738794798415
2024,Mexico,100338.0,238,21.397040948193137
2024,Nigeria,544.0,1,0.11600779640631731
2024,Norway,840.0,2,0.17912968562740172
2024,Saudi Arabia,1809.0,12,0.3857685729761544
2024,Trinidad And Tobago,10296.0,20,2.1956181466901525
2024,United Kingdom,7995.0,22,1.70493075784652
2024,Venezuela,77173.0,233,16.45711336776604
2025,Angola,1867.0,3,0.4614000662320395
2025,Brazil,17369.0,51,4.2924787093649135
2025,Canada,150052.0,1142,37.08302235578468
2025,Colombia,49733.0,109,12.290738882655608
2025,Ecuador,738.0,3,0.1823852431061838
2025,Guatemala,622.0,3,0.15371764391876194
2025,Iraq,11485.0,47,2.8383394540305162
2025,Kuwait,4934.0,18,1.2193615033684428
2025,Mexico,100437.0,230,24.821445341267996
2025,Norway,500.0,1,0.1235672378768183
2025,Peru,727.0,4,0.1796667638728938
2025,Saudi Arabia,1355.0,5,0.3348672146461776
2025,Trinidad And Tobago,7954.0,16,1.9657076201444255
2025,United Kingdom,9884.0,22,2.442677158348944
2025,Venezuela,46981.0,137,11.610624805381601
2026,Angola,1429.0,3,0.6714531392431233
2026,Brazil,5249.0,17,2.4663803554143837
2026,Canada,59770.0,258,28.084502542030428
2026,Colombia,23557.0,57,11.06887445846764
2026,Iraq,3695.0,10,1.7361926868462847
2026,Kuwait,1403.0,6,0.6592363571435284
2026,Mexico,35898.0,89,16.86761706966385
2026,Saudi Arabia,6018.0,7,2.827715179821635
2026,Trinidad And Tobago,4743.0,9,2.228622980706882
2026,United Kingdom,3368.0,8,1.582543158132148
2026,Venezuela,67692.0,159,31.806862072530095
